"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"118876" 2011 2011 "Alaska" "Mortality from cerebrovascular disease (stroke)" "168"
"118996" 2011 2011 "Alabama" "Mortality from cerebrovascular disease (stroke)" "2568"
"119117" 2011 2011 "Arkansas" "Mortality from cerebrovascular disease (stroke)" "1692"
"119238" 2011 2011 "Arizona" "Mortality from cerebrovascular disease (stroke)" "2148"
"119359" 2011 2011 "California" "Mortality from cerebrovascular disease (stroke)" "13503"
"119479" 2011 2011 "Colorado" "Mortality from cerebrovascular disease (stroke)" "1606"
"119600" 2011 2011 "Connecticut" "Mortality from cerebrovascular disease (stroke)" "1315"
"119720" 2011 2011 "District of Columbia" "Mortality from cerebrovascular disease (stroke)" "209"
"119843" 2011 2011 "Delaware" "Mortality from cerebrovascular disease (stroke)" "418"
"119966" 2011 2011 "Florida" "Mortality from cerebrovascular disease (stroke)" "8411"
"120084" 2011 2011 "Georgia" "Mortality from cerebrovascular disease (stroke)" "3564"
"120203" 2011 2011 "Hawaii" "Mortality from cerebrovascular disease (stroke)" "621"
"120322" 2011 2011 "Iowa" "Mortality from cerebrovascular disease (stroke)" "1432"
"120444" 2011 2011 "Idaho" "Mortality from cerebrovascular disease (stroke)" "623"
"120566" 2011 2011 "Illinois" "Mortality from cerebrovascular disease (stroke)" "5372"
"120685" 2011 2011 "Indiana" "Mortality from cerebrovascular disease (stroke)" "3127"
"120805" 2011 2011 "Kansas" "Mortality from cerebrovascular disease (stroke)" "1338"
"120923" 2011 2011 "Kentucky" "Mortality from cerebrovascular disease (stroke)" "2064"
"121046" 2011 2011 "Louisiana" "Mortality from cerebrovascular disease (stroke)" "2071"
"121166" 2011 2011 "Massachusetts" "Mortality from cerebrovascular disease (stroke)" "2466"
"121286" 2011 2011 "Maryland" "Mortality from cerebrovascular disease (stroke)" "2306"
"121407" 2011 2011 "Maine" "Mortality from cerebrovascular disease (stroke)" "630"
"121462" 2011 2011 "Michigan" "Mortality from cerebrovascular disease (stroke)" "4442"
"121645" 2011 2011 "Minnesota" "Mortality from cerebrovascular disease (stroke)" "2154"
"121768" 2011 2011 "Missouri" "Mortality from cerebrovascular disease (stroke)" "3033"
"121889" 2011 2011 "Mississippi" "Mortality from cerebrovascular disease (stroke)" "1526"
"122012" 2011 2011 "Montana" "Mortality from cerebrovascular disease (stroke)" "460"
"122133" 2011 2011 "North Carolina" "Mortality from cerebrovascular disease (stroke)" "4299"
"122256" 2011 2011 "North Dakota" "Mortality from cerebrovascular disease (stroke)" "337"
"122376" 2011 2011 "Nebraska" "Mortality from cerebrovascular disease (stroke)" "810"
"122498" 2011 2011 "New Hampshire" "Mortality from cerebrovascular disease (stroke)" "490"
"122618" 2011 2011 "New Jersey" "Mortality from cerebrovascular disease (stroke)" "3418"
"122739" 2011 2011 "New Mexico" "Mortality from cerebrovascular disease (stroke)" "727"
"122859" 2011 2011 "Nevada" "Mortality from cerebrovascular disease (stroke)" "889"
"122979" 2011 2011 "New York" "Mortality from cerebrovascular disease (stroke)" "6254"
"123100" 2011 2011 "Ohio" "Mortality from cerebrovascular disease (stroke)" "5691"
"123219" 2011 2011 "Oklahoma" "Mortality from cerebrovascular disease (stroke)" "1864"
"123340" 2011 2011 "Oregon" "Mortality from cerebrovascular disease (stroke)" "1913"
"123459" 2011 2011 "Pennsylvania" "Mortality from cerebrovascular disease (stroke)" "6825"
"123579" 2011 2011 "Rhode Island" "Mortality from cerebrovascular disease (stroke)" "404"
"123700" 2011 2011 "South Carolina" "Mortality from cerebrovascular disease (stroke)" "2287"
"123819" 2011 2011 "South Dakota" "Mortality from cerebrovascular disease (stroke)" "444"
"123940" 2011 2011 "Tennessee" "Mortality from cerebrovascular disease (stroke)" "3218"
"124062" 2011 2011 "Texas" "Mortality from cerebrovascular disease (stroke)" "9065"
"124181" 2011 2011 "United States" "Mortality from cerebrovascular disease (stroke)" "128932"
"124194" 2011 2011 "Utah" "Mortality from cerebrovascular disease (stroke)" "782"
"124315" 2011 2011 "Virginia" "Mortality from cerebrovascular disease (stroke)" "3347"
"124435" 2011 2011 "Vermont" "Mortality from cerebrovascular disease (stroke)" "227"
"124555" 2011 2011 "Washington" "Mortality from cerebrovascular disease (stroke)" "2557"
"124675" 2011 2011 "Wisconsin" "Mortality from cerebrovascular disease (stroke)" "2554"
"124795" 2011 2011 "West Virginia" "Mortality from cerebrovascular disease (stroke)" "1049"
"124917" 2011 2011 "Wyoming" "Mortality from cerebrovascular disease (stroke)" "214"
