"YearStart" "YearEnd" "Question" "DataValue"
"62785" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.6"
"63948" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.4"
"71196" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4"
"73919" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.4"
"73953" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "10.2"
"73988" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "9"
"74015" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.9"
"74050" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.9"
"74106" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.1"
"74169" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"74202" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.6"
"74266" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "3.2"
"74301" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "3.8"
"74334" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"74368" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.9"
"74402" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.8"
"74436" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.7"
"74470" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.6"
"74504" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "12.3"
"74539" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.6"
"74573" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"74607" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"74640" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.8"
"74674" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.8"
"74708" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.4"
"74742" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.2"
"74776" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.4"
"74811" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.8"
"74844" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.8"
"74878" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.7"
"74913" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.8"
"74946" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"74981" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.6"
"75016" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75049" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.9"
"75082" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.8"
"75116" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.2"
"75150" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8"
"75185" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75219" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.8"
"75252" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "3.8"
"75286" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75320" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.6"
"75354" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.6"
"75388" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "10.7"
"75422" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.3"
"75456" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"75470" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "3.6"
"75504" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.4"
"75572" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.3"
"75606" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6"
"75640" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.2"
"75676" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "13.5"
"75708" 2014 2014 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.7"
